borough,block,lot,address,zip_code,development,managed_by,cd,facility,borocode,bbl
BROOKLYN,8158,40,925 WILLIAMS AVENUE,11207,BREUKELEN,NYC DEPT OF PARKS,18,BREUKELEN PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),3,3081580040
BROOKLYN,8158,150,999 WILLIAMS AVENUE,11207,BREUKELEN,NYC DEPT OF PARKS,18,BREUKELEN PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),3,3081580150
MANHATTAN,86,1,90 CHURCH STREET,10007,NON DEVELOPMENT FACILITY,RENTED PROPERTY,1,CENTRAL OFFICE,1,1000860001
MANHATTAN,124,24,250 BROADWAY,10007,NON DEVELOPMENT FACILITY,RENTED PROPERTY,1,CENTRAL OFFICE,1,1001240024
MANHATTAN,258,17,290 MADISON STREET,10002,LA GUARDIA,LA GUARDIA,3,STAFF PARKING LOT,1,1002580017
MANHATTAN,260,70,656 WATER STREET,10002,VLADECK,NYC DEPT OF PARKS,3,VLADECK PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),1,1002600070
MANHATTAN,344,10,189 STANTON STREET,10002,STANTON STREET,KRAUS MANAGEMENT (PRIVATE - M/B 1),3,SATELLITE DEVELOPMENT MANAGEMENT OFFICE/ MAINTENANCE OFFICE,1,1003440010
MANHATTAN,375,33,748 EAST 6TH STREET,10009,LOWER EAST SIDE II,LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003750033
MANHATTAN,375,34,750 EAST 6TH STREET,10009,LOWER EAST SIDE II,LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003750034
MANHATTAN,375,35,752 EAST 6TH STREET,10009,LOWER EAST SIDE II,LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003750035
MANHATTAN,387,46,281 EAST 4TH STREET,10009,NON DEVELOPMENT FACILITY,RENTED PROPERTY,3,LOT NEXT TO LOWER EAST SIDE II LEASED FROM DCAS,1,1003870046
MANHATTAN,387,129,640 EAST 6TH STREET,10009,LOWER EAST SIDE II,LOWER EAST SIDE CONSOLIDATED,3,GARAGE,1,1003870129
MANHATTAN,387,131,644 EAST 6TH STREET,10009,LOWER EAST SIDE II,LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003870131
MANHATTAN,389,38,643 EAST 6TH STREET,10009,LOWER EAST SIDE REHAB (GROUP 5),LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003890038
MANHATTAN,389,40,641 EAST 6TH STREET,10009,LOWER EAST SIDE REHAB (GROUP 5),LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003890040
MANHATTAN,389,41,639 EAST 6TH STREET,10009,LOWER EAST SIDE REHAB (GROUP 5),LOWER EAST SIDE CONSOLIDATED,3,DEVELOPMENT GROUNDS,1,1003890041
MANHATTAN,420,62,175 ELDRIDGE STREET,10002,LOWER EAST SIDE I INFILL,GOMPERS,3,COMMUNITY CENTER/ BOILER/ LAUNDRY ROOM,1,1004200062
MANHATTAN,429,21,94 EAST 1ST STREET,10009,MELTZER TOWER,GOMPERS,3,SENIOR CENTER/ COMMERCIAL SPACE (STORE #1)/ BOILER/ LAUNDRY ROOM/ ELECTRICIAN SHOP/ MAINTENANCE SHOP/ROOFTOP LEASE LOCATION,1,1004290021
MANHATTAN,933,10,335 EAST 27TH STREET,10016,NON DEVELOPMENT FACILITY,RENTED PROPERTY,6,EMERGENCY SERVICES PARKING FACILITY LEASED FROM DCAS,1,1009330010
MANHATTAN,1083,15,530 WEST 55TH STREET,10019,HARBORVIEW TERRACE,AMSTERDAM,4,SENIOR CENTER/ LAUNDRY ROOM,1,1010830015
MANHATTAN,1221,38,102 WEST 91ST STREET,10024,THOMAS APARTMENTS,WISE TOWERS,7,SENIOR PROGRAM/ LAUNDRY ROOM,1,1012210038
MANHATTAN,1224,42,120 WEST 94TH STREET,10025,WSUR (SITE A) 120 WEST 94TH STREET,WISE TOWERS,7,CABINET STORAGE ROOM/ DOOR STORAGE,1,1012240042
MANHATTAN,1633,1,107 EAST 105TH STREET,10029,CLINTON,CLINTON,11,CABINET ROOM,1,1016330001
MANHATTAN,1673,1,305 EAST 101ST STREET,10029,METRO NORTH PLAZA,WILSON,11,,1,1016730001
MANHATTAN,1683,18,335 EAST 111TH STREET,10029,335 EAST 111TH STREET,JEFFERSON,11,BOILER,1,1016830018
MANHATTAN,1749,10,17 EAST 124TH STREET,10035,MORRIS PARK SENIOR CITIZENS HOME,ROBINSON,11,BOILER/ LAUNDRY ROOM,1,1017490010
MANHATTAN,1768,12,1940 LEXINGTON AVENUE,10035,UPACA (SITE 6),ROBINSON,11,COMMUNITY OPERATIONS SPACE (VACANT)/ BOILER/ LAUNDRY ROOM,1,1017680012
MANHATTAN,1769,5,1980 LEXINGTON AVENUE,10035,UPACA (SITE 5),ROBINSON,11,MANHATTAN BOROUGH MANAGEMENT OFFICE/ ELEVATOR SERVICE AREA -MANHATTAN SOUTH & MANHATTAN NORTH/ BOILER/ LAUNDRY ROOM,1,1017690005
MANHATTAN,1771,10,115 EAST 122ND STREET,10035,"PARK AVENUE-EAST 122ND, 123RD STREETS",ROBINSON,11,,1,1017710010
MANHATTAN,1771,59,120 EAST 123RD STREET,10035,"PARK AVENUE-EAST 122ND, 123RD STREETS",ROBINSON,11,BOILER,1,1017710059
MANHATTAN,1771,65,116 EAST 123RD STREET,10035,"PARK AVENUE-EAST 122ND, 123RD STREETS",ROBINSON,11,GARAGE,1,1017710065
MANHATTAN,1771,66,114 EAST 123RD STREET,10035,"PARK AVENUE-EAST 122ND, 123RD STREETS",ROBINSON,11,,1,1017710066
MANHATTAN,1788,38,226 EAST 124TH STREET,10035,POLICE SERVICE AREA #5,NYPD HOUSING BUREAU,11,PSA #5 GARAGE,1,1017880038
MANHATTAN,1801,5,2435 1ST AVENUE,10035,WAGNER,WAGNER,11,SWIMMING POOL (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),1,1018010005
MANHATTAN,1801,100,349 EAST 124TH STREET,10035,WAGNER,WAGNER,11,PLAYGROUND (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),1,1018010100
MANHATTAN,1829,111,261 WEST 113TH STREET,10026,KING TOWERS,KING TOWERS,10,VACANT LOT (USED TO BE A PART OF RANDOLPH),1,1018290111
MANHATTAN,1830,56,270 WEST 115TH STREET,10026,KING TOWERS,KING TOWERS,10,VACANT LOT (USED TO BE A PART OF RANDOLPH),1,1018300056
MANHATTAN,1873,9,241 WEST 101ST STREET,10025,REHAB PROGRAM (DOUGLASS REHABS),KRAUS MANAGEMENT (PRIVATE - M/B 1),7,BOILER/ LAUNDRY ROOM,1,1018730009
MANHATTAN,1875,9,239 WEST 103RD STREET,10025,REHAB PROGRAM (DOUGLASS REHABS),KRAUS MANAGEMENT (PRIVATE - M/B 1),7,SUPER'S OFFICE/ BOILER,1,1018750009
MANHATTAN,1875,57,244 WEST 104TH STREET,10025,REHAB PROGRAM (DOUGLASS REHABS),KRAUS MANAGEMENT (PRIVATE - M/B 1),7,BOILER,1,1018750057
MANHATTAN,1922,41,131 SAINT NICHOLAS AVENUE,10026,131 SAINT NICHOLAS AVENUE,TAFT,10,COMMUNITY OPERATIONS OFFICE SPACE (VACANT)/ DAY CARE CENTER/ BOILER,1,1019220041
MANHATTAN,1925,15,182 SAINT NICHOLAS AVENUE,10026,GRAMPION,KING TOWERS,10,BOILER/ STOREROOM NOT IN USE,1,1019250015
MANHATTAN,1984,33,1414 AMSTERDAM AVENUE,10027,MANHATTANVILLE,MANHATTANVILLE,9,,1,1019840033
MANHATTAN,1984,50,543 WEST 126TH STREET,10027,NON DEVELOPMENT FACILITY,RENTED PROPERTY,9,LOT NEXT TO MANHATTANVILLE LEASED FROM DCAS,1,1019840050
MANHATTAN,1988,20,515 WEST 134TH STREET,10031,MANHATTANVILLE REHAB (GROUP 2),MANHATTANVILLE,9,BOILER,1,1019880020
MANHATTAN,1988,22,511 WEST 134TH STREET,10031,MANHATTANVILLE REHAB (GROUP 2),MANHATTANVILLE,9,BOILER,1,1019880022
MANHATTAN,1988,31,1504 AMSTERDAM AVENUE,10031,MANHATTANVILLE REHAB (GROUP 2),MANHATTANVILLE,9,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1019880031
MANHATTAN,2007,42,110 WEST 139TH STREET,10030,SAMUEL (MHOP) II,KRAUS MANAGEMENT (PRIVATE - M/B 1),10,BOILER,1,1020070042
MANHATTAN,2007,43,112 WEST 139TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020070043
MANHATTAN,2007,44,114 WEST 139TH STREET,10030,SAMUEL (CITY),SAMUEL,10,DEVELOPMENT GROUNDS,1,1020070044
MANHATTAN,2007,45,116 WEST 139TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020070045
MANHATTAN,2007,56,136 WEST 139TH STREET,10030,SAMUEL (MHOP) I,KRAUS MANAGEMENT (PRIVATE - M/B 1),10,BOILER,1,1020070056
MANHATTAN,2007,57,138 WEST 139TH STREET,10030,SAMUEL (MHOP) I,KRAUS MANAGEMENT (PRIVATE - M/B 1),10,BOILER,1,1020070057
MANHATTAN,2009,3,2403 A C POWELL BOULEVARD,10030,SAMUEL (MHOP) I,KRAUS MANAGEMENT (PRIVATE - M/B 1),10,BOILER,1,1020090003
MANHATTAN,2009,4,2405 A C POWELL BOULEVARD,10030,SAMUEL (MHOP) I,KRAUS MANAGEMENT (PRIVATE - M/B 1),10,BOILER,1,1020090004
MANHATTAN,2009,44,144 WEST 141ST STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020090044
MANHATTAN,2009,63,2409 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020090063
MANHATTAN,2009,64,2407 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020090064
MANHATTAN,2011,1,2441 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020110001
MANHATTAN,2011,7,157 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,DEVELOPMENT GROUNDS,1,1020110007
MANHATTAN,2011,8,155 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,DEVELOPMENT GROUNDS,1,1020110008
MANHATTAN,2011,11,149 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020110011
MANHATTAN,2011,13,145 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020110013
MANHATTAN,2011,14,143 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020110014
MANHATTAN,2011,15,141 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020110015
MANHATTAN,2011,22,129 WEST 142ND STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020110022
MANHATTAN,2011,31,645 MALCOLM X BOULEVARD,10037,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1020110031
MANHATTAN,2011,33,649 MALCOLM X BOULEVARD,10037,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1020110033
MANHATTAN,2011,61,2453 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2, ",1,1020110061
MANHATTAN,2011,63,2449 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1020110063
MANHATTAN,2012,3,2465 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1020120003
MANHATTAN,2012,6,163 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120006
MANHATTAN,2012,8,159 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120008
MANHATTAN,2012,11,151 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120011
MANHATTAN,2012,14,145 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120014
MANHATTAN,2012,15,143 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120015
MANHATTAN,2012,18,135 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120018
MANHATTAN,2012,20,131 WEST 143RD STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120020
MANHATTAN,2012,52,148 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120052
MANHATTAN,2012,56,158 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120056
MANHATTAN,2012,58,162 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020120058
MANHATTAN,2012,63,2473 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1020120063
MANHATTAN,2012,64,2469 A C POWELL BOULEVARD,10030,SAMUEL (CITY),SAMUEL,10,"COMMERCIAL SPACE (STORES #1, 2)/ BOILER",1,1020120064
MANHATTAN,2013,14,133 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020130014
MANHATTAN,2013,16,129 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020130016
MANHATTAN,2013,18,125 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020130018
MANHATTAN,2013,22,117 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020130022
MANHATTAN,2013,24,113 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020130024
MANHATTAN,2013,26,109 WEST 144TH STREET,10030,SAMUEL (CITY),SAMUEL,10,BOILER,1,1020130026
MANHATTAN,2027,1,2660 FREDERICK DOUGLASS BOULEVARD,10030,DREW-HAMILTON,DREW-HAMILTON,10,,1,1020270001
MANHATTAN,2068,46,1909 AMSTERDAM AVENUE,10032,AUDUBON,HARLEM RIVER,9,BOILER/ STOREROOM,1,1020680046
MANHATTAN,2110,71,450 WEST 164TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,BOILER,1,1021100071
MANHATTAN,2111,5,2109 AMSTERDAM AVENUE,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,COMMERCIAL SPACE (STORE #1)/ BOILER,1,1021110005
MANHATTAN,2111,6,2111 AMSTERDAM AVENUE,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,COMMERCIAL SPACE (STORE #2),1,1021110006
MANHATTAN,2111,38,457 WEST 164TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,BOILER,1,1021110038
MANHATTAN,2111,40,461 WEST 164TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,,1,1021110040
MANHATTAN,2111,41,463 WEST 164TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,,1,1021110041
MANHATTAN,2111,42,465 WEST 164TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,,1,1021110042
MANHATTAN,2115,60,545 WEST 156TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,HARLEM RIVER,12,BOILER,1,1021150060
MANHATTAN,2121,51,500 WEST 164TH STREET,10032,WASHINGTON HEIGHTS REHAB PHASE III,FORT WASHINGTON,12,TENANT ASSOCIATION ROOM/ BOILER/ SATELLITE STOREROOM FOR MAINTENANCE SUPPLIES,1,1021210051
MANHATTAN,2132,80,514 WEST 176TH STREET,10033,WASHINGTON HEIGHTS REHAB PHASE IV (D),FORT WASHINGTON,12,BOILER,1,1021320080
MANHATTAN,2132,82,510 WEST 176TH STREET,10033,WASHINGTON HEIGHTS REHAB PHASE IV (D),FORT WASHINGTON,12,BOILER,1,1021320082
MANHATTAN,2132,84,506 WEST 176TH STREET,10033,WASHINGTON HEIGHTS REHAB PHASE IV (C),FORT WASHINGTON,12,BOILER,1,1021320084
MANHATTAN,2132,94,509 WEST 176TH STREET,10033,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),FORT WASHINGTON,12,BOILER,1,1021320094
MANHATTAN,2132,106,502 WEST 177TH STREET,10033,WASHINGTON HEIGHTS REHAB PHASE IV (C),FORT WASHINGTON,12,BOILER,1,1021320106
MANHATTAN,2132,110,503 WEST 177TH STREET,10033,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),FORT WASHINGTON,12,BOILER,1,1021320110
MANHATTAN,2132,114,511 WEST 177TH STREET,10033,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),FORT WASHINGTON,12,,1,1021320114
QUEENS,62,46,11-15 50TH AVENUE,11101,NON DEVELOPMENT FACILITY,RENTED PROPERTY,2,PARKING LOT FOR CENTRAL WAREHOUSE LOCATED AT 23-02 ,4,4000620046
QUEENS,71,124,23-02 49TH AVENUE,11101,NON DEVELOPMENT FACILITY,RENTED PROPERTY,2,CENTRAL WAREHOUSE/ TECH SERVICES/ SKILLED TRADES/ ELEVATOR DIV./ ESD/ RECORDS/ CENTRAL CALL CENTER (CCC),4,4000710124
QUEENS,104,999,24-00 50TH AVENUE,11101,NON DEVELOPMENT FACILITY,RENTED PROPERTY,2,PARKING LOT FOR CENTRAL WAREHOUSE LOCATED AT 23-02 ,4,4001040999
QUEENS,477,49,41-00 VERNON BOULEVARD,11101,QUEENSBRIDGE SOUTH,QUEENSBRIDGE SOUTH,1,QUEENSBRIDGE PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),4,4004770049
QUEENS,4170,1,125-01 22ND AVENUE,11356,REHAB PROGRAM (COLLEGE POINT),LATIMER GARDENS,7,BOILER,4,4041700001
QUEENS,4957,24,139-10 34TH AVENUE,11354,LEAVITT STREET-34TH AVENUE,LATIMER GARDENS,7,BOILER/ LAUNDRY ROOM,4,4049570024
QUEENS,9612,68,107-27 132ND STREET,11419,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,10,,4,4096120068
QUEENS,9761,36,89-09 162ND STREET,11432,SHELTON HOUSE,BAISLEY PARK,12,SATELLITE DEVELOPMENT MANAGEMENT OFFICE / SENIOR CENTER/ BOILER/ LAUNDRY ROOM,4,4097610036
QUEENS,9802,41,90-20 170TH STREET,11432,INTERNATIONAL TOWER,BAISLEY PARK,12,"SATELLITE DEVELOPMENT MANAGEMENT OFFICE/ SENIOR CENTER/QUEENS BOROUGH MANAGEMENT OFFICE/ELEVATOR SERVICE-BROOKLYN EAST, BROOKLYN SOUTH, BROOKLYN WEST, AND QUEENS/NYCHA SOCIAL SERVICES/ BOILER/LAUNDRY ROOM",4,4098020041
QUEENS,10019,11,138-20 102ND AVENUE,11435,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4100190011
QUEENS,10041,120,143-03 105TH AVENUE,11435,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4100410120
QUEENS,10125,12,106-16 159TH STREET,11433,SOUTH JAMAICA II,SOUTH JAMAICA I,12,STOVES STORAGE/ REFRIGERATOR STOREROOM,4,4101250012
QUEENS,10162,25,104-14 164TH PLACE,11433,FHA REPOSSESSED HOUSES (GROUP VI),BAISLEY PARK,12,,4,4101620025
QUEENS,10167,16,107-29 164TH STREET,11433,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4101670016
QUEENS,10173,24,108-15 164TH PLACE,11433,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4101730024
QUEENS,10197,51,110-15 169TH STREET,11433,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4101970051
QUEENS,10201,12,163-34 CLAUDE AVENUE,11433,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4102010012
QUEENS,10212,33,92-33 170TH STREET,11433,CONLON LIHFE TOWER,BAISLEY PARK,12,SATELLITE DEVELOPMENT MANAGEMENT OFFICE / SENIOR CENTER/ BOILER/ LAUNDRY ROOM,4,4102120033
QUEENS,10241,19,105-11 171ST PLACE,11433,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,12,,4,4102410019
QUEENS,10282,58,171-28 111TH AVENUE,11433,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,12,,4,4102820058
QUEENS,10284,18,174-16 111TH AVENUE,11433,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4102840018
QUEENS,10365,28,102-36 187TH STREET,11423,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4103650028
QUEENS,10368,60,104-06 FARMERS BOULEVARD,11423,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4103680060
QUEENS,10378,41,105-36 FARMERS BOULEVARD,11412,FHA REPOSSESSED HOUSES (GROUP VI),BAISLEY PARK,12,,4,4103780041
QUEENS,10415,6,184-12 GALWAY AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4104150006
QUEENS,10420,36,188-23 LEWISTON AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,12,,4,4104200036
QUEENS,10420,80,187-24 KEESEVILLE AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4104200080
QUEENS,10772,21,219-30 102ND AVENUE,11429,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,13,,4,4107720021
QUEENS,10841,1,99-19 194TH STREET,11423,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4108410001
QUEENS,10868,26,100-40 202ND STREET,11423,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4108680026
QUEENS,10903,42,104-33 203RD STREET,11412,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4109030042
QUEENS,10915,20,104-28 209TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,13,,4,4109150020
QUEENS,10922,17,104-10 212TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,13,,4,4109220017
QUEENS,10923,27,190-15 109TH ROAD,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4109230027
QUEENS,10947,41,110-16 207TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,13,,4,4109470041
QUEENS,10954,41,111-19 196TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,12,,4,4109540041
QUEENS,10962,415,111-20 205TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4109620415
QUEENS,10966,222,111-27 207TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,13,,4,4109660222
QUEENS,10967,159,111-32 209TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,13,,4,4109670159
QUEENS,10981,139,205-20 112TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4109810139
QUEENS,10985,11,112-23 208TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,13,,4,4109850011
QUEENS,10989,105,113-14 196TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,12,,4,4109890105
QUEENS,10994,20,113-30 200TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4109940020
QUEENS,10999,75,113-32 205TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4109990075
QUEENS,11011,60,194-17 114TH DRIVE,11412,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4110110060
QUEENS,11012,43,194-47 115TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4110120043
QUEENS,11014,27,114-44 198TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP VI),BAISLEY PARK,12,,4,4110140027
QUEENS,11016,26,114-42 200TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,12,,4,4110160026
QUEENS,11020,21,114-39 203RD STREET,11412,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,12,,4,4110200021
QUEENS,11039,4,198-15 116TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4110390004
QUEENS,11041,30,115-21 200TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4110410030
QUEENS,11051,23,115-27 208TH STREET,11411,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,13,,4,4110510023
QUEENS,11052,60,115-22 210TH STREET,11411,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,13,,4,4110520060
QUEENS,11055,21,209-26 NASHVILLE BOULEVARD,11411,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,13,,4,4110550021
QUEENS,11070,147,198-16 116TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,12,,4,4110700147
QUEENS,11074,54,202-06 116TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4110740054
QUEENS,11099,62,106-10 215TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,13,,4,4110990062
QUEENS,11099,76,214-15 HOLLIS AVENUE,11429,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,13,,4,4110990076
QUEENS,11113,36,109-20 212TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,13,,4,4111130036
QUEENS,11120,1,217-09 110TH AVENUE,11429,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,13,,4,4111200001
QUEENS,11124,53,209-47 112TH AVENUE,11429,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,13,,4,4111240053
QUEENS,11127,44,111-50 WITTHOFF STREET,11429,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,13,,4,4111270044
QUEENS,11129,28,110-26 216TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,13,,4,4111290028
QUEENS,11134,18,213-24 NASHVILLE BOULEVARD,11429,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,13,,4,4111340018
QUEENS,11134,22,213-34 NASHVILLE BOULEVARD,11429,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,13,,4,4111340022
QUEENS,11141,70,215-32 112TH AVENUE,11429,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,13,,4,4111410070
QUEENS,11208,49,110-05 225TH STREET,11429,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,13,,4,4112080049
QUEENS,11235,46,219-30 MURDOCK AVENUE,11429,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,13,,4,4112350046
QUEENS,11610,57,109-33 130TH STREET,11420,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,10,,4,4116100057
